Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badge (product.metafields.custom.badge),Emotional Axes (product.metafields.custom.emotional_axes),Focus Keyword (product.metafields.custom.focus_keyword),Highlights (product.metafields.custom.highlights),SEO Keywords (product.metafields.custom.seo_keywords),Shipping Note (product.metafields.custom.shipping_note),Short Description (product.metafields.custom.short_description),Trust Badges (product.metafields.custom.trust_badges),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Has SEO Tags (product.metafields.seo.has_seo_tags),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Moisturizer type (product.metafields.shopify.moisturizer-type),Product form (product.metafields.shopify.product-form),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Skin care effect (product.metafields.shopify.skin-care-effect),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Log Silver Flower Head,,,OPP bag packaging,,,,,F4447A4AA0734722898CFDC40F0904A4,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Log Silver Flower Head,,,Pearl pouch packaging,,,,,C07216C687AD4C239344296F1FFF85ED,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Log Silver Convex Head,,,OPP bag packaging,,,,,CA335F10D6884F9BAB67565F6BA3DD1C,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Log Silver Convex Head,,,Pearl pouch packaging,,,,,413776EF0AC543229DAEFE5665056749,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,White Rose Gold Flat Head,,,OPP bag packaging,,,,,39609E212DDA45D0ABAB3A9FCE4F3ABB,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,White Rose Gold Flat Head,,,Pearl pouch packaging,,,,,9DD45A25FBD14A8A804A3E0134990309,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Pink Gold Flat Head,,,OPP bag packaging,,,,,704D0AF9E2F140B38503DE1C95B4D8FF,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Pink Gold Flat Head,,,Pearl pouch packaging,,,,,77DA4B2E3CB14EC4AC3643B48F857451,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Gold Flat Head,,,OPP bag packaging,,,,,9850B7D5DCE54F849A00E5A0BEE65B76,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Gold Flat Head,,,Pearl pouch packaging,,,,,692300BAF119494BB23944E4C74C603C,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Gold Convex Head,,,OPP bag packaging,,,,,3F7FF63156474A2B80D9BFC956400C55,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Gold Convex Head,,,Pearl pouch packaging,,,,,88E1D23C451549E2804EA1B360E7917F,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Gold Flower Head,,,OPP bag packaging,,,,,B65D8F4FE8104037B64FEF1D2A2B9128,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Gold Flower Head,,,Pearl pouch packaging,,,,,F249ACCF43504D07A7018592BDC62111,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Silver Flat Head,,,OPP bag packaging,,,,,91BEBF889F1740ACA62A501038343ACB,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Silver Flat Head,,,Pearl pouch packaging,,,,,278211EA155E41069EA6A5DAD9F90109,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Silver Convex Head,,,OPP bag packaging,,,,,B432C1A3DCD9409B9C5B31DDB494D7D1,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Silver Convex Head,,,Pearl pouch packaging,,,,,8F4D181B5B77471F8FB5BBA22B19D057,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Silver Flower Head,,,OPP bag packaging,,,,,6CC19573C5D24A03AFE5E7CF53ED1AE3,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Red Silver Flower Head,,,Pearl pouch packaging,,,,,9E998F3A4A0B4667B26FF06E66CA8CEF,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Rose Gold Flat Head,,,OPP bag packaging,,,,,FC254B8C64D84B8389FCA4A1F8A41478,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Rose Rose Gold Flat Head,,,Pearl pouch packaging,,,,,71E18C5C40674D869C8C63124E1D2BDA,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Gold Flat Head,,,OPP bag packaging,,,,,A8248B248CA14086BFC0F2483F05E606,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Gold Flat Head,,,Pearl pouch packaging,,,,,9D6C3AFDDD24463299D148DE5AB386B3,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Gold Convex Head,,,OPP bag packaging,,,,,6A4CC99664EE44E8BF69E87F7C8F0068,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Gold Convex Head,,,Pearl pouch packaging,,,,,415325866C134293AEEB7D566AE661AE,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Gold Flower Head,,,OPP bag packaging,,,,,BE0CC0353D8D4DBDAB566399D21B9E42,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Gold Flower Head,,,Pearl pouch packaging,,,,,CE758B8ACC724021BAAF0AECEF07A94D,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Silver Flat Head,,,OPP bag packaging,,,,,D8CD7B4A2B3F4B42A6F29EBE596D1670,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Silver Flat Head,,,Pearl pouch packaging,,,,,673ADF9EDC424E878327056CABB8740B,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Silver Convex Head,,,OPP bag packaging,,,,,2B29C40D97F7456F921EFAB89213B1EC,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Silver Convex Head,,,Pearl pouch packaging,,,,,477DF81091324376BA49173B9AF17A9A,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Silver Flower Head,,,OPP bag packaging,,,,,71EB7AAC7BF44CF1B02F3D9B69B3C591,100.0,shopify,continue,manual,12.28,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.63,
washing-nose-brush-gods-deep-clean-pores-blackheads-convenient-fine-soft-bristles-manual-beauty-cleaning-flat-head-cleansing-brush,,,,,,,,,Green Silver Flower Head,,,Pearl pouch packaging,,,,,AFD45E523BEC45978421E98E4EC34549,100.0,shopify,continue,manual,12.32,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.65,
waterproof-sweatproof-thick-and-long-mascara-without-smudging,Waterproof Sweatproof Thick And Long Mascara Without Smudging,"<p><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01l8l6Fz292Aqo4MtqF_!!2324568009-0-cib.jpg?__r__=1654074228593"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01qRdRy3292AqjSgkaO_!!2324568009-0-cib.jpg?__r__=1654074228593"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01uVBriq292AqkzxymN_!!2324568009-0-cib.jpg?__r__=1654074228593"" alt=""undefined""><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01shLNgT292AqimJRSa_!!2324568009-0-cib.jpg?__r__=1654074228594"" alt=""undefined""><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01ksiiMz292AqnGCd4f_!!2324568009-0-cib.jpg?__r__=1654074228594"" alt=""undefined""><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN019emNZv292AqnGDMpO_!!2324568009-0-cib.jpg?__r__=1654074228594"" alt=""undefined""><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01qbFkdE292Aqq5O6qI_!!2324568009-0-cib.jpg?__r__=1654074228594"" alt=""undefined""><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01nMv1K3292Aqq5Qj1X_!!2324568009-0-cib.jpg?__r__=1654074228594"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01ADTq5v292Aqq5RnaK_!!2324568009-0-cib.jpg?__r__=1654074242535"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01SEW3LL292AqfagsC5_!!2324568009-0-cib.jpg?__r__=1654074242535"" alt=""undefined""><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01OAy9HU292Aqq5O2je_!!2324568009-0-cib.jpg?__r__=1654074242535"" alt=""undefined""><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/O1CN01e82pj2292Aqq5OmTu_!!2324568009-0-cib.jpg?__r__=1654074242535"" alt=""undefined""></p>",eprolo,,"","beauty, eprolo, runCode.tagsToAdd, Under 25",true,Net Content,Pink 10ML+independent box,,,,,,,,6E34B5F7B2D542AA8F2239CD2D6807E8,80.0,shopify,continue,manual,12.14,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.28,active
romantic-beauty-waterproof-non-standing-portable-foundation-oil-control-long-lasting-concealer-foundation,Romantic Beauty Waterproof Non-Standing Portable Foundation Oil Control Long Lasting Concealer Foundation,"<p><span style=""color: rgb(51, 51, 51); font-family: ""></span></p><p><span style=""font-size: 36px;"">Product Description</span></p><p><span style=""font-size: 24px;"">Single overweight (excluding color box): 55g/piece</span></p><p><span style=""font-size: 24px;"">                              (including color box): 65g/piece</span></p><p><span style=""font-size: 24px;"">Net content: 45g</span></p><p><span style=""box-sizing: border-box; text-size-adjust: 100%; -webkit-tap-highlight-color: transparent; margin: 0px; padding: 0px; outline: none; font-size: 18pt;""></span></p><p style=""box-sizing: border-box; text-size-adjust: 100%; -webkit-tap-highlight-color: transparent; margin-top: 0px; margin-bottom: 0px; padding: 0px; outline: none; font-variant-numeric: normal; font-variant-east-asian: normal; font-stretch: normal; font-size: 12px; line-height: 1.4; font-family: ""> </p><p style=""box-sizing: border-box; text-size-adjust: 100%; -webkit-tap-highlight-color: transparent; margin-top: 0px; margin-bottom: 0px; padding: 0px; outline: none; font-variant-numeric: normal; font-variant-east-asian: normal; font-stretch: normal; font-size: 12px; line-height: 1.4; font-family: ""> </p><p style=""box-sizing: border-box; text-size-adjust: 100%; -webkit-tap-highlight-color: transparent; margin-top: 0px; margin-bottom: 0px; padding: 0px; outline: none; font-variant-numeric: normal; font-variant-east-asian: normal; font-stretch: normal; font-size: 12px; line-height: 1.4; font-family: ""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/8EA5C0D2A172993F598A8BD1AE33500A.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://cbu01.alicdn.com/img/ibank/2020/679/077/19861770976_1136059577.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/8D668DDA87FCE46489892F53CFB7539A.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/4EAEAD3D6B20A0511973DC9A20C2041D.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/4E61CC4FA6D7C705177F6DC7924D39B8.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/FFAAB7ACC217519D39326B9C9DB4CE76.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/3DFF04EC8BC3859722E473F3B7D29CE6.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/6802C6A4AB713CB353EC5250A5B146A5.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/95E31EF4E70A578B9C856FE0E2114D49.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/2563E8DADCEE4DFB14D528AAADEBC21E.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/023CE2E58510EB67610BB0CF2F792F4C.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/58BDA1C5F19D02432EF79F219FF58F72.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/971E17A957D89A2AFBE50E96008C6DFD.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/A02AA6D7FD629D3FCDD1BA6F1E28E3EF.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/CF0F895E45EAC1B6BAD53BF2DF54CD88.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/00CD8D021884F73B046534A9A256645C.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/8C9D1102DA4AC8E1860DDC633B498461.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/8C0939265419CFCB57686677E43233C4.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/F107FB80A2A97B8FA53B7D820C81666E.jpg"" alt=""undefined""><br><br><img class=""desc-img-loaded"" src=""https://shopifyfile.oss-accelerate.aliyuncs.com/attached/pingtai/202211/B9FE3DFDB550ADEBDCCF1A4A4498F521.jpg"" alt=""undefined""></p><p><span style=""color: rgb(51, 51, 51); font-family: ""><br></span><br></p>",eprolo,,"","beauty, eprolo, runCode.tagsToAdd, Under 25",true,Color,101#,,,,,,,,F3C7EBE462D7456B8A89130D33E3A6DD,90.0,shopify,continue,manual,13.35,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.50,active
romantic-beauty-waterproof-non-standing-portable-foundation-oil-control-long-lasting-concealer-foundation,,,,,,,,,102#,,,,,,,,C3516CCABF044FD1AF753852495B8454,90.0,shopify,continue,manual,13.35,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.50,
romantic-beauty-waterproof-non-standing-portable-foundation-oil-control-long-lasting-concealer-foundation,,,,,,,,,103#,,,,,,,,94EE422C0B6B42A189073D4E8499840C,90.0,shopify,continue,manual,13.35,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.50,
romantic-beauty-waterproof-non-standing-portable-foundation-oil-control-long-lasting-concealer-foundation,,,,,,,,,104#,,,,,,,,666009D3B9304F299A0BCDA631B417B1,90.0,shopify,continue,manual,13.35,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.50,
